"First of all , the conference 's head make a short speech and then we have dinner and drinks .",0
"First of all , the conference 's makes make a short speech and then we have dinner and drinks .",1
"The aim of this report is to give some suggestions to a group of American students who has just arrived in Rome and want some information about an interesting building to visit .",0
"The aim of this report is to give some suggestions to a group of American students have has just arrived in Rome and want some information about an interesting building to visit .",1
"It must be a very interesting visit for the students who has never experienced an oriental atmosphere .",0
"It must be a very interesting visit for the students who have never experienced an oriental atmosphere .",1
"Admission to most places are absolutely free .",0
"Admission to most places is absolutely free .",1
"There is so many places of interest in Lausanne , but I think that the Olympic Museum is the most notable for the following reasons :",0
"There are so many places of interest in Lausanne , but I think that the Olympic Museum is the most notable for the following reasons :",1
"There are so many things to do . Unfortunately , there is just 3 hours .",0
"There are so many things to do . Unfortunately , there are just 3 hours .",1
"Nowadays , our lives is becoming better and better .",0
"Nowadays , our lives are becoming better and better .",1
"Personally , I do think televisions is the most important invention .",0
"Personally , I do think televisions are the most important invention .",1
"They all knows where the conference is and when .",0
"They all know where the conference is and when .",1
"It only take about five minutes if you walk .",0
"It only takes about five minutes if you walk .",1
"But also the museum have a lot of gardens with several statues .",0
"But also the museum have has lot of gardens with several statues .",1
"There is a lot of old items that were in the King 's family .",0
"There are a lot of old items that were in the King 's family .",1
"Also , I want to say that the plays and films were excellent , but there was n't enough of them for me .",0
"Also , I want to say that the plays and films were excellent , but there were n't enough of them for me .",1
"Everything were new for me .",0
"Everything was new for me .",1
"This mean the engineering will find the way to useless petrol for it , so it must useful in the future .",0
"This means the engineering will find the way to useless petrol for it , so it must useful in the future .",1
"But you 'll find your ' cool bargain ' soon get out of date and you have to keep buying new ones .",0
"But you 'll find your ' cool bargain ' soon gets out of date and you have to keep buying new ones .",1
"The kids were with their grandmother , who take care of them .",0
"The kids were with their grandmother , who takes care of them .",1
"But the worst thing of all is that they are often the victim of malicious gossip , which most of the time are not even true .",0
"But the worst thing of all is that they are often the victim of malicious gossip , which most of the is are not even true .",1
"Clothes are part of each culture and one of those things which expresses our taste and personality .",0
"Clothes are part of each culture and one of those things which expresses express taste and personality .",1
"Then , I am a student , and when I bought my ticket , there was n't any discounts .",0
"Then , I am a student , and when I bought my ticket , there were n't any discounts .",1
"There was about 100 000 people .",0
"There were about 100 000 people .",1
"I apologise for any inconvenience that this cause you . We would be pleased if you could make a new arrangement in your programme",0
"I apologise for any inconvenience that causes cause you . We would be pleased if you could make a new arrangement in your programme",1
"HERE ARE THE INFORMATION YOU ASKED FOR :",0
"HERE IS THE INFORMATION YOU ASKED FOR :",1
"This really upset me as no notice were given before the show .",0
"This really upset me as no notice was given before the show .",1
"If this continues to happen our life will be very miserable as accidents happens all the time .",0
"If this continues to happen our life will be very miserable as accidents happen all the time .",1
"I was sure there were someone on the other side of the wall .",0
"I was sure there was someone on the other side of the wall .",1
"Also after the show your restaurant was closed because there was n't enough staff .",0
"Also after the show your restaurant was closed because there were n't enough staff .",1
"Yes , there is a bus that takes you to the concert and bring you back .",0
"Yes , there is a bus that takes you to the concert and brings you back .",1
"In the note it also says that the show start at 19:30 , and so I went in at 19:25 .",0
"In the note it also says that the starts start at 19:30 , and so I went in at 19:25 .",1
"Here in Brazil the rules at school depends on the school .",0
"Here in Brazil the rules at school depend on the school .",1
"It 's not easy to shop with someone who are not interested in shopping .",0
"It 's not easy to shop with someone who is not interested in shopping .",1
"you really like some shoes or clothes , when you want to buy them , someone tell you ' I 'm sorry , this one is sold out ' !",0
"you really like some shoes or clothes , when you want to buy them , someone tells you ' I 'm sorry , this one is sold out ' !",1
"Who know ?",0
"Who knows ?",1
"I did that for two hours . This first job was sometimes a bit boring but I felt like someone who save people , so I was really happy !",0
"I did that for two hours . This first job was sometimes a bit boring but I felt like someone saves save people , so I was really happy !",1
"I felt really disappointed because the things you said in the advertisement was n't true .",0
"I felt really disappointed because the things you said in the advertisement were n't true .",1
"After that we thought we could have a drink in your theatre restaurant but it was closed because the decor were being changed .",0
"After that we thought we could have a drink in your theatre restaurant but it was closed because the decor was being changed .",1
"It are not only the brain which should be trained .",0
"It is not only the brain which should be trained .",1
"The advertisement for the show said that there was discounts available for children so we brought them and when we bought the tickets we had to pay the maximum price for everyone .",0
"The advertisement for the show said that there were discounts available for children so we brought them and when we bought the tickets we had to pay the maximum price for everyone .",1
"However , there was not any .",0
"However , there were not any .",1
"He make you experience in detail all the struggles the fisherman has when he fights with the swordfish and the sharks .",0
"He makes you experience in detail all the struggles the fisherman has when he fights with the swordfish and the sharks .",1
"The interview was OK and my friend and I was hired !",0
"The interview was OK and my friend and I were hired !",1
"It was also said that discounts was available but this was wrong , because we could n't get any discounts .",0
"It was also said that discounts were available but this was wrong , because we could n't get any discounts .",1
"It could be difficult to feel how many things has been changed in our daily life .",0
"It could be difficult to feel how many things have been changed in our daily life .",1
"However it often happen .",0
"However it often happens .",1
"First of all it 's difficult say what exactly modern technology is now but I can say for sure it keep developing and much better than the past .",0
"First of all it 's difficult say what exactly modern technology is now but I can say for sure it keep keeps and much better than the past .",1
"The restaurant should stay open until the show finish .",0
"The restaurant should stay open until the finishes finish .",1
"Everybody love her .",0
"Everybody loves her .",1
"During the jazz and rock concerts the audience wants to play and dance so they needs more room .",0
"During the jazz and rock concerts the audience wants to play and dance so they need more room .",1
"There is a lot of rules at my school .",0
"There are a lot of rules at my school .",1
"That was an excellent decision as all the events started at different times and there was plenty of them .",0
"That was an excellent decision as all the events started at different times and there were plenty of them .",1
"It mean that a job should be part - time .",0
"It means that a job should be part - time .",1
"Nowadays , in our society , there are some people who , because of their work or because of their success in life , have become popular , and by now is known by everybody .",0
"Nowadays , in our society , there are some people who , because of their work or because of their success in life , have become popular , and by now are known by everybody .",1
"In addition to all this , the promised discounts on the tickets was not offered .",0
"In addition to all this , the promised discounts on the tickets were not offered .",1
"On the other hand , in the state schools as I said , we are more respectful to the teacher and bad behaviour are punished .",0
"On the other hand , in the state schools as I said , we are more respectful to the teacher and bad behaviour is punished .",1
"Nowadays , I ca n't go one day without consulting computer communications via e - mail or the Internet . I exchange correspondence with all my family via the Internet , with my mother and 2 brothers who live in Curitilra City and also with a brother who live in Italy and another who is living in New Zealand .",0
"Nowadays , I ca n't go one day without consulting computer communications via e - mail or the Internet . I exchange correspondence with all my family via the Internet , with my mother and 2 brothers who live in Curitilra City and also lives a brother who live in Italy and another who is living in New Zealand .",1
"Anyway , this is not always necessarily a problem , but it can be a big thing for the famous person , because it gets people talking about him and increase his popularity .",0
"Anyway , this is not always necessarily a problem , but it can be a big thing for the famous person , because it gets people talking about him increases increase his popularity .",1
"Some people have said that famous people such as politicians , and film stars , needs to have a private life without journalists following them all the time .",0
"Some people have said that famous people such as politicians , and film stars need needs to have a private life without journalists following them all the time .",1
"On the other hand , there were a lot that impressed me very much .",0
"On the other hand , there was a lot that impressed me very much .",1
"Ordinary lessons is a good way of showing the relationship between students and teachers .",0
"Ordinary lessons is a are way of showing the relationship between students and teachers .",1
"I went there because I had read a banner about the musical show ' Over the rainbow ' , but a lot of information were wrong .",0
"I went there because I had read a banner about the musical show ' Over the rainbow ' , but a lot was information were wrong .",1
"So , how is it possible that you publish an advertisement and you do n't do what it say ?",0
"So , how is it possible that you publish an advertisement and you do n't do what says say ?",1
"There is a lot of other examples of how technology has changed people 's lives .",0
"There are a lot of other examples of how technology has changed people 's lives .",1
"Although it is wonderful to buy new things , there are times when it really become tiring .",0
"Although it is wonderful to buy new things , there are times when it really becomes tiring .",1
"THIS TECHNOLOGY HAS CHANGED OUR LIFE IN MANY WAYS AND WE ALMOST DON'T NOTICE IT .",0
"THIS TECHNOLOGY HAS CHANGED LIVES LIFE IN MANY WAYS AND WE ALMOST DON'T NOTICE IT .",1
"I think that these kinds of people have a poor life because they can never be quiet because everybody knows them and want to know a lot of things about them .",0
"I think that these kinds of people have a poor life because they can never be quiet because everybody knows them and want to wants a lot of things about them .",1
"Secondly , it is because they have a lot of admiration for them and lastly because they want to dream and see what a ' star 's life ' look like .",0
"Secondly , it is because they have a lot of admiration for them and lastly because they want to dream and see looks a ' star 's life ' look like .",1
"Every statement were wrong .",0
"Every statement was wrong .",1
"They goes quicker and it is easier for me .",0
"They go quicker and it is easier for me .",1
"What 's more , in my opinion they is very romantic .",0
"What 's more , in my opinion they are very romantic .",1
"I think that if the show begin later the restaurant should close later , too !",0
"I think that if the show begin later begins restaurant should close later , too !",1
"Thirdly , in your advertisement it said that discounts would be available , but they was not .",0
"Thirdly , in your advertisement it said that discounts would be available , but they were not .",1
"Every one are very interesting .",0
"Every is are very interesting .",1
"Nowadays , people are always buying things when maybe they do n't need these things , but only buy them because they is in fashion .",0
"Nowadays , people are always buying things when maybe they do n't need these things , but only buy are because they is in fashion .",1
"Here are the information which you asked me for .",0
"Here is the information which you asked me for .",1
"Sometimes shopping does n't do anything for you but only waste all your free time .",0
"Sometimes shopping does n't do anything for you but only wastes all your free time .",1
"The number of foreign students have recently been increasing .",0
"The number of foreign students has recently been increasing .",1
"It is also thought that school trips are to be filmed because there is a wide range of interesting places available .",0
"It is also thought that school trips are to be filmed because there are a wide range of interesting places available .",1
"People 's imaginations is enormous .",0
"People 's imaginations are enormous .",1
"Lots of information in your advertisement are not correct .",0
"Lots of information in your advertisement is not correct .",1
"Fashion are changing every year .",0
"Fashion is changing every year .",1
"Also , without any reason being given they was not available .",0
"Also , without any reason were given they was not available .",1
"In the bargain season , all shops are full of people who are keen on finding stuff which are good value for money . You can see battles between two people who want the same thing sometimes .",0
"In the bargain season , all shops are full of people who are keen on finding stuff is are good value for money . You can see battles between two people who want the same thing sometimes .",1
"I think it is very kind of you to ask me what my preferences are regarding the trip . I ought to let you know that I can only travel in the second week of July , because that is when my winter holidays starts .",0
"I think it is very kind of you to ask me what my preferences are regarding the trip . I ought to let you know that I can only travel in the second week of July , because that is when my winter start starts .",1
"Then , you decide to wait for the sales but they are even worse as everybody want to do their shopping at that time and the streets are so crowded you can not even look for your favourite items .",0
"Then , you decide to wait for the sales but they are even worse as everybody wants to do their shopping at that time and the streets are so crowded you can not even look for your favourite items .",1
"The good always wins , and we are told that the other part is bad , and that is the end of the story .",0
"The good always win , and we are told that the other part is bad , and that is the end of the story .",1
"Thank you very much for your letter , which informed me that I have won the first prize of two weeks at Camp California in the U.S.A. Here are some information as requested .",0
"Thank you very much for your letter , which informed me that I have won the first prize of two weeks at Camp California in the U.S.A. is are some information as requested .",1
"Here is the information you want , I hope it are useful .",0
"Here is the information you want , I hope it is useful .",1
"On the evening , people stood at the entrance who were shouting at you because there was n't any discounts available .",0
"On the evening , people stood at the entrance who were shouting at you because there was n't were discounts available .",1
"First of all , I think more than half the population of Britain has a ' mobile phone ' . They are small and compact , much lighter than a home telephone , and one of the biggest advantages is you can carry it , so that it is easy to contact your friend or someone who other , even they can easily contact you as well , so you can phone anytime you want , whenever you wants .",0
"First of all , I think more than half the population of Britain has a ' mobile phone ' . They are small and compact , much lighter than a home telephone , and one of the biggest advantages is you can carry it , so that it is easy to contact your friend or someone who other , even they can easily contact you as well , so you can phone anytime you want , whenever you wants .",1
"But technology does n't only makes my life better .",0
"But technology does n't only make my life better .",1
"Another thing are the fifty - two steps which take me to the street .",0
"Another thing is the fifty - two steps which take me to the street .",1
"Thirdly it said there were discounts available in the advertisement . However , there was not any at all .",0
"Thirdly it said there were discounts available in the advertisement . However , there were not any at all .",1
"They is very useful too .",0
"They are very useful too .",1
"When the show began I had my biggest disappointment , instead of the great Danny Brook , there were another actor , totally unknown .",0
"When the show began I had my biggest disappointment , instead of the great Danny Brook , was were another actor , totally unknown .",1
"Wherever you go everyone would love you because of your trousers , which would clean away all the rubbish that are on the road .",0
"Wherever you go everyone would love you because of your trousers , which would clean away all the rubbish is are on the road .",1
"We did n't want our grandmother to find out at that moment so we was trying to keep it secret .",0
"We did n't want our grandmother to find out at that moment so we was trying to were it secret .",1
"But the reason I want to try these two activities are their image .",0
"But the reason I want to try these two activities is their image .",1
"Nowadays most people are attracted to shopping centers , which is not always enjoyable .",0
"Nowadays most people are attracted to shopping centers , which is not are enjoyable .",1
"As you know , I was there to help with the running of the concert and there was a lot of different things to do .",0
"As you know , I was there to help with the running of the concert and there was were lot of different things to do .",1
"All of us know that technology and science has affected our lives .",0
"All of us know that technology and science have affected our lives .",1
"communication over the world are faster than ever , so when I need something , I can have it in only a minute .",0
"communication over the world are is than ever , so when I need something , I can have it in only a minute .",1
"Mobile phones are another thing that is making my life much easier .",0
"Mobile phones are another thing that are making my life much easier .",1
"The lessons we have in the morning does n't attract us very much , but this bit will show you the routine scenario of a lesson . Spoken English lessons which is in the afternoon are quite interesting .",0
"The lessons we have in the morning does n't attract us very much , but this bit will show you the routine scenario of a lesson . Spoken English lessons are is in the afternoon are quite interesting .",1
"Nowadays , our home life allow us to have more free time to spend doing leisure activities like practising sports or going out .",0
"Nowadays , our home life allows us to have more free time to spend doing leisure activities like practising sports or going out .",1
"Secondly , when you want to ask the teacher a question , you must put your hand up and speak when the teacher ask you .",0
"Secondly , when you want to ask the teacher a question , you must put your hand up and speak when the teacher ask you . asks",1
"I hope that you understand why I want my money back , or at least some of it , because this were n't my ' perfect evening out '",0
"I hope that you understand why I want my money back , or at least some of it , because this was n't my ' perfect evening out '",1
"At first , I could n't understand this system but our staff was very kind people .",0
"At first , I could n't understand this system but our were was very kind people .",1
"I believe that everyone in this world have curiosity .",0
"I believe that everyone in this world has curiosity .",1
"They were also asked to wear clothes which was in accordance with the occasion .",0
"They were also asked to wear clothes which were in accordance with the occasion .",1
"But also the other parts of the show seems to be very interesting .",0
"But also the other parts of the show seem to be very interesting .",1
"In the meantime a man told me he were a doctor and could help the boy .",0
"In the meantime a man told me he was a doctor and could help the boy .",1
"Everybody make mistakes . I decided to forgive my friend Pat .",0
"Everybody makes mistakes . I decided to forgive my friend Pat .",1
"Another thing that makes you furious is when you see a great shirt in a shop and somebody else takes it away or buy it before you can react .",0
"Another thing that makes you furious is when you see a great shirt in a shop and somebody else takes it away or buys it before you can react .",1
"I think it is very good to have science and technology because they can really affects our lives .",0
"I think it is very good to have science and technology because they can really affects affect lives .",1
"To be more technical and specific , we need a very flexible job , which gives us independence and allow us to stop working when we are not able to , for example during the exams period .",0
"To be more technical and specific , we need a very flexible job , which gives us independence allows allow us to stop working when we are not able to , for example during the exams period .",1
"SO I told my friend Pat how much I had won and the following day at school everybody were just the same as they ever were with me ...",0
"SO I told my friend Pat how much I had won and the following day at school everybody were was the same as they ever were with me ...",1
"I am Margherita X from class 3C , who is going to spend three days in London .",0
"I am Margherita X from class 3C , who is are to spend three days in London .",1
"The idea of going to California for 2 weeks make me feel very excited .",0
"The idea of going to California for 2 weeks makes me feel very excited .",1
"With reference to the letter from you , I would like to inform you of some further information , as follow .",0
"With reference to the letter from you , I would like to inform you of some further follows , as follow .",1
"I think that would be best for everyone , and I 'd like to give you some advice ; if somebody pay you for a ticket , try to give the best you can .",0
"I think that would be best for everyone , and I 'd like to give you some advice ; if somebody pay pays for a ticket , try to give the best you can .",1
"As known , everybody has to spend all their childhood and youth at school , because of that everybody have a similar daily life such as , wake up , got to the school , study and the best , meet all the friends .",0
"As known , everybody has to spend all their childhood and youth at school , because of that everybody have has similar daily life such as , wake up , got to the school , study and the best , meet all the friends .",1
"Secondly , there were no discounts despite your claiming they was available in your advertisement .",0
"Secondly , there were no discounts despite your claiming they were available in your advertisement .",1
"It is wonderful how technology make things so easy .",0
"It is wonderful how technology makes things so easy .",1
"As far as the Festival itself is concerned , some small improvements could make it works better .",0
"As far as the Festival itself is concerned , some small improvements could make work works better .",1
"I tell you in secret that I do n't know why she do that .",0
"I tell you in secret that I do n't know why she do does .",1
"We spends a lot of time outside the school during the military things .",0
"We spend a lot of time outside the school during the military things .",1
"But at school , although I hope the teacher does n't give students so much homework , and does n't forbid the opposite voice of the students , there are nothing I can do because of our culture .",0
"But at school , although I hope the teacher does n't give students so much homework , and does n't forbid the opposite voice of the students , is are nothing I can do because of our culture .",1
"I ca n't understand these people because this never happen to me .",0
"I ca n't understand these people because this never happen happens me .",1
"I hope , Kim , you was not too jealous about that , sorry .",0
"I hope , Kim were you was not too jealous about that , sorry .",1
"What does it means ?",0
"What does it mean ?",1
"I paid £ 160 for eight people and there was no discounts available .",0
"I paid £ 160 for eight people and there was were discounts available .",1
"I think 50% ( £ 80 ) are enough .",0
"I think 50% ( £ 80 ) is enough .",1
"Here are some further information you need from me :",0
"Here is some further information you need from me :",1
"Here are some information about daily life at I.S.O.",0
"Here is some information about daily life at I.S.O.",1
"To sum up , there are both positive and negative aspects to modern technology , because it can makes our lives easy but at the same time it is causing lots of problems for us .",0
"To sum up , there are both positive and negative aspects to modern technology , because it can makes make lives easy but at the same time it is causing lots of problems for us .",1
"It 's evident that whatever we wear look like clothes , and I think we should stop being so stupid .",0
"It 's evident that whatever we wear looks like clothes , and I think we should stop being so stupid .",1
"Everything is faster , and sometimes technology go so fast that I 'm unable to follow it .",0
"Everything is faster , and sometimes technology goes so fast that I 'm unable to follow it .",1
"Everyone have to use modern technology carefully , because too much technology could be dangerous .",0
"Everyone has to use modern technology carefully , because too much technology could be dangerous .",1
"The two activities I have chosen is swimming and climbing .",0
"The two activities I have chosen are swimming and climbing .",1
"They said the soccer game enable them to get together and have fun .",0
"They said the soccer game enables them to get together and have fun .",1
"In my opinion you ought to be more serious because of the responsibility you have to entertain the people who comes to your theatre .",0
"In my opinion you ought to be more serious because of the responsibility you have to entertain the people come comes to your theatre .",1
"It was a very disappointing evening not just for me but for most of the people who was in the theatre .",0
"It was a very disappointing evening not just for me but for most of the people who were in the theatre .",1
"At that time , my friends and I was so daring and full of energy .",0
"At that time , my friends and I were so daring and full of energy .",1
"You wrote some things in your advertisement and I was disappointed that they was n't true .",0
"You wrote some things in your advertisement and I was disappointed that were was n't true .",1
"Modern technology open new and exciting ways for us .",0
"Modern technology open opens and exciting ways for us .",1
"Going in and out of the shops , buying clothes , food and presents , but few of us is very happy to spend money .",0
"Going in and out of the shops , buying clothes , food and presents , but few of us is very are to spend money .",1
"As requested , I has collected some information about the school .",0
"As requested , I have collected some information about the school .",1
"For these reasons , I choose basketball and swimming from the list which I were given .",0
"For these reasons , I choose basketball and swimming from the list which I was given .",1
"The advertisement said that the actors were Danny Brook and Tina Truelove but the actors was different .",0
"The advertisement said that the actors were Danny Brook and Tina Truelove but the actors were different .",1
"You said that some discounts was available .",0
"You said that some discounts were available .",1
"so modern technology help me to spend my free time .",0
"so modern technology help helps to spend my free time .",1
"For example , our parents had time to play with dolls or toys , and the new generation do n't have time for this , because they spend a lot of time in front of televisions that only shows silly programmes .",0
"For example , our parents had time to play with dolls or toys , and the new generation do n't have time for this , because they spend a lot of time in front of televisions that only show silly programmes .",1
"Secondly , there were some false information in your advertisement that made me angry .",0
"Secondly , there was some false information in your advertisement that made me angry .",1
"Hey , listen guys , we will take his dog which he love very much and we will sell it to Sally who wants one .",0
"Hey , listen guys , we will take his loves which he love very much and we will sell it to Sally who wants one .",1
"I like going to classical concerts but at this festival the sound of the music were terrible .",0
"I like going to classical concerts but at this festival the sound of the was were terrible .",1
"' Over The Rainbow ' looked very interesting in your advertisement but the organisation and show was almost terrible .",0
"' Over The Rainbow ' looked very interesting in your advertisement but the organisation and show were almost terrible .",1
"Life at home will be easier because a refrigerator which fills itself up or a bathroom which clean itself .",0
"Life at home will be easier because a refrigerator which fills itself up or a bathroom which clean itself cleans",1
"Also the amount of money I need to bring ( is there any shops ) .",0
"Also the amount of money I need to bring ( are there any shops ) .",1
"The organiser of the concert asked my school for about 15 people , who does art , to help decorate the stage .",0
"The organiser of the concert asked my school for about 15 people , who do art , to help decorate the stage .",1
"Also , the advertisement said that discounts on the tickets would be available , but they was not .",0
"Also , the advertisement said that discounts on the tickets would be available , but they were not .",1
"This are what I think should be filmed .",0
"This is what I think should be filmed .",1
"I will start by telling you how crowded it was , people was so excited that they were screaming from the beginning to the end .",0
"I will start by telling you how crowded it was , people were so excited that they were screaming from the beginning to the end .",1
"Often you show your skin because it 's popular to do that and everyone do it .",0
"Often you show your skin because it 's popular to does that and everyone do it .",1
"Military technology has affected our lives more than we think because most of the equipment we use were originally created by those people .",0
"Military technology has affected our lives more than we think because most of the equipment we use were originally was by those people .",1
"It informs people , hospitals use modern technology , and the computer helps staders and help people do their job .",0
"It informs people , hospitals use modern technology , and the helps helps staders and help people do their job .",1
"I was very disappointed because the actors was n't Danny Brook and Tina Truelove .",0
"I was very disappointed because the actors were n't Danny Brook and Tina Truelove .",1
"In addition to this , I would be grateful if you could send me some information on these few subjects : what kind of clothes is required ?",0
"In addition to this , I would be grateful if you could send me some information on these few subjects : what kind of are is required ?",1
"First of all , a big problem are the children .",0
"First of all , a big problem are is children .",1
"I 'd just like to know if the tents at the camp are based on sharing and how many people is there in one tent .",0
"I 'd just like to know if the tents at the camp are based on sharing and how many people are there in one tent .",1
"That was so unpleasant , people was starving .",0
"That was so unpleasant , people were starving .",1
"Vico says that progress stops when Man has noticed that he have been wasting those values .",0
"Vico says that progress stops when Man has noticed that he have has wasting those values .",1
"I have just received your letter which inform me that I have won two weeks at Camp California in the USA .",0
"I have just received your letter which informs me that I have won two weeks at Camp California in the USA .",1
"A million kinds of fashion magazines and newspapers tells you how much people are interested in fashion .",0
"A million kinds of fashion magazines and newspapers tell you how much people are interested in fashion .",1
"Also , the times printed in your advertisement was 14.30 and 19:30 .",0
"Also , the times printed in your advertisement were 14.30 and 19:30 .",1
"There is two activities .",0
"There are two activities .",1
"They did n't want to play until the venue were crowded .",0
"They did n't want to play until the venue was crowded .",1
"I really enjoyed being next to the pop stars . I got a lot of autographs . That was the first time I 've seen someone like Jagger . A lot of well - known pop stars was there .",0
"I really enjoyed being next to the pop stars . I got a lot of autographs . That was the first time I 've seen someone like Jagger . A lot of well - were pop stars was there .",1
"I can say the actions which are prohibited at school is no problem at home .",0
"I can say the actions which are prohibited at school are no problem at home .",1
"You have to respect other people 's opinions , teachers , school equipment and people who works in the school .",0
"You have to respect other people 's opinions , teachers , school equipment and people who work in the school .",1
"Also , discounts for tickets was n't available .",0
"Also , discounts for were was n't available .",1
"You ca n't go outside in peace , and there is always a crowd of people who stands in front of your house waiting for you .",0
"You ca n't go outside in peace , and there is always a crowd of people who stands stand front of your house waiting for you .",1
"In conclusion , I think that technology has two faces which affects my life as well as everybody else 's life .",0
"In conclusion , I think that technology has two faces which affect my life as well as everybody else 's life .",1
"When I must buy something , I usually ca n't find it and then shopping become a nightmare .",0
"When I must buy something , I usually ca n't find it and then shopping become becomes nightmare .",1
"Of course , I could listen to all their music , which were so cool .",0
"Of course , I could listen to all their music , was were so cool .",1
"When I travel I do n't often sleep in a hotel , I prefer tents and also I can meet people who lives in the country .",0
"When I travel I do n't often sleep in a hotel , I prefer tents and also I can meet people who live in the country .",1
"During half an hour he explained to me how he feel in France .",0
"During half an hour he explained to me how he feels in France .",1
"But it was closed because there were not anything to drink or to eat .",0
"But it was closed because there was not anything to drink or to eat .",1
"These all happen from human who want to live with science and technology , not the natural which the world gives it to us .",0
